"Date","T_treatment","GPP","GPP_SE","LA","LA_SE","RM","RM_SE","LM","WM","LM_SE","WM_SE","litter","litter_SE","TNC_tot","TNC_tot_SE","TNC_leaf","TNC_leaf_SE","TNC_wood","TNC_wood_SE","TNC_root","TNC_root_SE"
2013-01-16,"elevated",4.8964461722904,0.546316114559515,0.955323450053843,0.0234775825205377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-17,"ambient",4.9248171992526,0.351088105204745,0.834170487466009,0.0137306562913891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-17,"elevated",5.0791079486082,0.564912483763374,0.973225140523908,0.0237898649629951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-18,"ambient",3.1648097453544,0.22281771344438,0.849931984256501,0.0138096942016191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-18,"elevated",3.3922991293464,0.37126640469667,0.991126830993973,0.0241038214320786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-19,"ambient",2.9542824724374,0.197365923558109,0.865693481046993,0.0138967704625943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-19,"elevated",3.1786370637294,0.335128871771282,1.00902852146404,0.0244193873597318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-20,"ambient",3.0811915642326,0.204352175496584,0.881454977837484,0.0139917349973357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-20,"elevated",3.3730938038538,0.352944746669587,1.0269302119341,0.0247365011499775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-21,"ambient",4.8394226356008,0.325353341975864,0.897216474627976,0.014094428359431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-21,"elevated",5.1675686277774,0.547385314005481,1.04483190240417,0.0250551040305994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-22,"ambient",4.314586345485,0.281093498678893,0.912977971418467,0.0142046829222067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-22,"elevated",4.5169472311938,0.479560266533654,1.06273359287423,0.0253751399119017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
